CWE ID: 1004, Name: Sensitive Cookie Without 'HttpOnly' Flag, Description: Нет описания
CWE ID: 575, Name: EJB Bad Practices: Use of AWT Swing, Description: Нет описания
CWE ID: 576, Name: EJB Bad Practices: Use of Java I/O, Description: Нет описания
CWE ID: 577, Name: EJB Bad Practices: Use of Sockets, Description: Нет описания
CWE ID: 578, Name: EJB Bad Practices: Use of Class Loader, Description: Нет описания
CWE ID: 579, Name: J2EE Bad Practices: Non-serializable Object Stored in Session, Description: Нет описания
CWE ID: 58, Name: Path Equivalence: Windows 8.3 Filename, Description: Нет описания
CWE ID: 580, Name: clone() Method Without super.clone(), Description: Нет описания
CWE ID: 581, Name: Object Model Violation: Just One of Equals and Hashcode Defined, Description: Нет описания
CWE ID: 582, Name: Array Declared Public, Final, and Static, Description: Нет описания
CWE ID: 583, Name: finalize() Method Declared Public, Description: Нет описания
CWE ID: 584, Name: Return Inside Finally Block, Description: Нет описания
CWE ID: 585, Name: Empty Synchronized Block, Description: Нет описания
CWE ID: 586, Name: Explicit Call to Finalize(), Description: Нет описания
CWE ID: 587, Name: Assignment of a Fixed Address to a Pointer, Description: Нет описания
CWE ID: 588, Name: Attempt to Access Child of a Non-structure Pointer, Description: Нет описания
CWE ID: 589, Name: Call to Non-ubiquitous API, Description: Нет описания
CWE ID: 59, Name: Improper Link Resolution Before File Access ('Link Following'), Description: Нет описания
CWE ID: 590, Name: Free of Memory not on the Heap, Description: Нет описания
CWE ID: 591, Name: Sensitive Data Storage in Improperly Locked Memory, Description: Нет описания
CWE ID: 592, Name: DEPRECATED: Authentication Bypass Issues, Description: Нет описания
CWE ID: 593, Name: Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created, Description: Нет описания
CWE ID: 594, Name: J2EE Framework: Saving Unserializable Objects to Disk, Description: Нет описания
CWE ID: 595, Name: Comparison of Object References Instead of Object Contents, Description: Нет описания
CWE ID: 596, Name: DEPRECATED: Incorrect Semantic Object Comparison, Description: Нет описания
CWE ID: 597, Name: Use of Wrong Operator in String Comparison, Description: Нет описания
CWE ID: 598, Name: Use of GET Request Method With Sensitive Query Strings, Description: Нет описания
CWE ID: 599, Name: Missing Validation of OpenSSL Certificate, Description: Нет описания
CWE ID: 6, Name: J2EE Misconfiguration: Insufficient Session-ID Length, Description: Нет описания
CWE ID: 600, Name: Uncaught Exception in Servlet , Description: Нет описания
CWE ID: 601, Name: URL Redirection to Untrusted Site ('Open Redirect'), Description: Нет описания
CWE ID: 602, Name: Client-Side Enforcement of Server-Side Security, Description: Нет описания
CWE ID: 603, Name: Use of Client-Side Authentication, Description: Нет описания
CWE ID: 605, Name: Multiple Binds to the Same Port, Description: Нет описания
CWE ID: 606, Name: Unchecked Input for Loop Condition, Description: Нет описания
CWE ID: 607, Name: Public Static Final Field References Mutable Object, Description: Нет описания
CWE ID: 608, Name: Struts: Non-private Field in ActionForm Class, Description: Нет описания
CWE ID: 609, Name: Double-Checked Locking, Description: Нет описания
CWE ID: 61, Name: UNIX Symbolic Link (Symlink) Following, Description: Нет описания
CWE ID: 610, Name: Externally Controlled Reference to a Resource in Another Sphere, Description: Нет описания
CWE ID: 611, Name: Improper Restriction of XML External Entity Reference, Description: Нет описания
CWE ID: 612, Name: Improper Authorization of Index Containing Sensitive Information, Description: Нет описания
CWE ID: 613, Name: Insufficient Session Expiration, Description: Нет описания
CWE ID: 614, Name: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute, Description: Нет описания
CWE ID: 615, Name: Inclusion of Sensitive Information in Source Code Comments, Description: Нет описания
CWE ID: 616, Name: Incomplete Identification of Uploaded File Variables (PHP), Description: Нет описания
CWE ID: 617, Name: Reachable Assertion, Description: Нет описания
CWE ID: 618, Name: Exposed Unsafe ActiveX Method, Description: Нет описания
CWE ID: 619, Name: Dangling Database Cursor ('Cursor Injection'), Description: Нет описания
CWE ID: 62, Name: UNIX Hard Link, Description: Нет описания
CWE ID: 620, Name: Unverified Password Change, Description: Нет описания
CWE ID: 621, Name: Variable Extraction Error, Description: Нет описания
CWE ID: 622, Name: Improper Validation of Function Hook Arguments, Description: Нет описания
CWE ID: 623, Name: Unsafe ActiveX Control Marked Safe For Scripting, Description: Нет описания
CWE ID: 624, Name: Executable Regular Expression Error, Description: Нет описания
CWE ID: 625, Name: Permissive Regular Expression, Description: Нет описания
CWE ID: 626, Name: Null Byte Interaction Error (Poison Null Byte), Description: Нет описания
CWE ID: 627, Name: Dynamic Variable Evaluation, Description: Нет описания
CWE ID: 628, Name: Function Call with Incorrectly Specified Arguments, Description: Нет описания
CWE ID: 636, Name: Not Failing Securely ('Failing Open'), Description: Нет описания
CWE ID: 637, Name: Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'), Description: Нет описания
CWE ID: 638, Name: Not Using Complete Mediation, Description: Нет описания
CWE ID: 639, Name: Authorization Bypass Through User-Controlled Key, Description: Нет описания
CWE ID: 64, Name: Windows Shortcut Following (.LNK), Description: Нет описания
CWE ID: 640, Name: Weak Password Recovery Mechanism for Forgotten Password, Description: Нет описания
CWE ID: 641, Name: Improper Restriction of Names for Files and Other Resources, Description: Нет описания
CWE ID: 642, Name: External Control of Critical State Data, Description: Нет описания
CWE ID: 643, Name: Improper Neutralization of Data within XPath Expressions ('XPath Injection'), Description: Нет описания
CWE ID: 644, Name: Improper Neutralization of HTTP Headers for Scripting Syntax, Description: Нет описания
CWE ID: 645, Name: Overly Restrictive Account Lockout Mechanism, Description: Нет описания
CWE ID: 646, Name: Reliance on File Name or Extension of Externally-Supplied File, Description: Нет описания
CWE ID: 647, Name: Use of Non-Canonical URL Paths for Authorization Decisions, Description: Нет описания
CWE ID: 648, Name: Incorrect Use of Privileged APIs, Description: Нет описания
CWE ID: 649, Name: Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking, Description: Нет описания
CWE ID: 65, Name: Windows Hard Link, Description: Нет описания
CWE ID: 650, Name: Trusting HTTP Permission Methods on the Server Side, Description: Нет описания
CWE ID: 651, Name: Exposure of WSDL File Containing Sensitive Information, Description: Нет описания
CWE ID: 652, Name: Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'), Description: Нет описания
CWE ID: 653, Name: Improper Isolation or Compartmentalization, Description: Нет описания
CWE ID: 654, Name: Reliance on a Single Factor in a Security Decision, Description: Нет описания
CWE ID: 655, Name: Insufficient Psychological Acceptability, Description: Нет описания
CWE ID: 656, Name: Reliance on Security Through Obscurity, Description: Нет описания
CWE ID: 657, Name: Violation of Secure Design Principles, Description: Нет описания
CWE ID: 66, Name: Improper Handling of File Names that Identify Virtual Resources, Description: Нет описания
CWE ID: 662, Name: Improper Synchronization, Description: Нет описания
CWE ID: 663, Name: Use of a Non-reentrant Function in a Concurrent Context, Description: Нет описания
CWE ID: 664, Name: Improper Control of a Resource Through its Lifetime, Description: Нет описания
CWE ID: 665, Name: Improper Initialization, Description: Нет описания
CWE ID: 666, Name: Operation on Resource in Wrong Phase of Lifetime, Description: Нет описания
CWE ID: 667, Name: Improper Locking, Description: Нет описания
CWE ID: 668, Name: Exposure of Resource to Wrong Sphere, Description: Нет описания
CWE ID: 669, Name: Incorrect Resource Transfer Between Spheres, Description: Нет описания
CWE ID: 67, Name: Improper Handling of Windows Device Names, Description: Нет описания
CWE ID: 670, Name: Always-Incorrect Control Flow Implementation, Description: Нет описания
CWE ID: 671, Name: Lack of Administrator Control over Security, Description: Нет описания
CWE ID: 672, Name: Operation on a Resource after Expiration or Release, Description: Нет описания
CWE ID: 673, Name: External Influence of Sphere Definition, Description: Нет описания
CWE ID: 674, Name: Uncontrolled Recursion, Description: Нет описания
CWE ID: 675, Name: Multiple Operations on Resource in Single-Operation Context, Description: Нет описания
CWE ID: 676, Name: Use of Potentially Dangerous Function, Description: Нет описания
CWE ID: 680, Name: Integer Overflow to Buffer Overflow, Description: Нет описания
CWE ID: 681, Name: Incorrect Conversion between Numeric Types, Description: Нет описания
CWE ID: 682, Name: Incorrect Calculation, Description: Нет описания
CWE ID: 683, Name: Function Call With Incorrect Order of Arguments, Description: Нет описания
CWE ID: 684, Name: Incorrect Provision of Specified Functionality, Description: Нет описания
CWE ID: 685, Name: Function Call With Incorrect Number of Arguments, Description: Нет описания
CWE ID: 686, Name: Function Call With Incorrect Argument Type, Description: Нет описания
CWE ID: 687, Name: Function Call With Incorrectly Specified Argument Value, Description: Нет описания
CWE ID: 688, Name: Function Call With Incorrect Variable or Reference as Argument, Description: Нет описания
CWE ID: 689, Name: Permission Race Condition During Resource Copy, Description: Нет описания
CWE ID: 69, Name: Improper Handling of Windows ::DATA Alternate Data Stream, Description: Нет описания
CWE ID: 690, Name: Unchecked Return Value to NULL Pointer Dereference, Description: Нет описания
CWE ID: 691, Name: Insufficient Control Flow Management, Description: Нет описания
CWE ID: 692, Name: Incomplete Denylist to Cross-Site Scripting, Description: Нет описания
CWE ID: 693, Name: Protection Mechanism Failure, Description: Нет описания
CWE ID: 694, Name: Use of Multiple Resources with Duplicate Identifier, Description: Нет описания
CWE ID: 695, Name: Use of Low-Level Functionality, Description: Нет описания
CWE ID: 696, Name: Incorrect Behavior Order, Description: Нет описания
CWE ID: 697, Name: Incorrect Comparison, Description: Нет описания
CWE ID: 698, Name: Execution After Redirect (EAR), Description: Нет описания
CWE ID: 7, Name: J2EE Misconfiguration: Missing Custom Error Page, Description: Нет описания
CWE ID: 703, Name: Improper Check or Handling of Exceptional Conditions, Description: Нет описания
CWE ID: 704, Name: Incorrect Type Conversion or Cast, Description: Нет описания
CWE ID: 705, Name: Incorrect Control Flow Scoping, Description: Нет описания
CWE ID: 706, Name: Use of Incorrectly-Resolved Name or Reference, Description: Нет описания
CWE ID: 707, Name: Improper Neutralization, Description: Нет описания
CWE ID: 708, Name: Incorrect Ownership Assignment, Description: Нет описания
CWE ID: 71, Name: DEPRECATED: Apple '.DS_Store', Description: Нет описания
CWE ID: 710, Name: Improper Adherence to Coding Standards, Description: Нет описания
CWE ID: 72, Name: Improper Handling of Apple HFS+ Alternate Data Stream Path, Description: Нет описания
CWE ID: 73, Name: External Control of File Name or Path, Description: Нет описания
CWE ID: 732, Name: Incorrect Permission Assignment for Critical Resource, Description: Нет описания
CWE ID: 733, Name: Compiler Optimization Removal or Modification of Security-critical Code, Description: Нет описания
CWE ID: 74, Name: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'), Description: Нет описания
CWE ID: 749, Name: Exposed Dangerous Method or Function, Description: Нет описания
CWE ID: 75, Name: Failure to Sanitize Special Elements into a Different Plane (Special Element Injection), Description: Нет описания
CWE ID: 754, Name: Improper Check for Unusual or Exceptional Conditions, Description: Нет описания
CWE ID: 755, Name: Improper Handling of Exceptional Conditions, Description: Нет описания
CWE ID: 756, Name: Missing Custom Error Page, Description: Нет описания
CWE ID: 757, Name: Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'), Description: Нет описания
CWE ID: 758, Name: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior, Description: Нет описания
CWE ID: 759, Name: Use of a One-Way Hash without a Salt, Description: Нет описания
CWE ID: 76, Name: Improper Neutralization of Equivalent Special Elements, Description: Нет описания
CWE ID: 760, Name: Use of a One-Way Hash with a Predictable Salt, Description: Нет описания
CWE ID: 761, Name: Free of Pointer not at Start of Buffer, Description: Нет описания
CWE ID: 762, Name: Mismatched Memory Management Routines, Description: Нет описания
CWE ID: 763, Name: Release of Invalid Pointer or Reference, Description: Нет описания
CWE ID: 764, Name: Multiple Locks of a Critical Resource, Description: Нет описания
CWE ID: 765, Name: Multiple Unlocks of a Critical Resource, Description: Нет описания
CWE ID: 766, Name: Critical Data Element Declared Public, Description: Нет описания
CWE ID: 767, Name: Access to Critical Private Variable via Public Method, Description: Нет описания
CWE ID: 768, Name: Incorrect Short Circuit Evaluation, Description: Нет описания
CWE ID: 769, Name: DEPRECATED: Uncontrolled File Descriptor Consumption, Description: Нет описания
CWE ID: 77, Name: Improper Neutralization of Special Elements used in a Command ('Command Injection'), Description: Нет описания
CWE ID: 770, Name: Allocation of Resources Without Limits or Throttling, Description: Нет описания
CWE ID: 771, Name: Missing Reference to Active Allocated Resource, Description: Нет описания
CWE ID: 772, Name: Missing Release of Resource after Effective Lifetime, Description: Нет описания
CWE ID: 773, Name: Missing Reference to Active File Descriptor or Handle, Description: Нет описания
CWE ID: 774, Name: Allocation of File Descriptors or Handles Without Limits or Throttling, Description: Нет описания
CWE ID: 775, Name: Missing Release of File Descriptor or Handle after Effective Lifetime, Description: Нет описания
CWE ID: 776, Name: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'), Description: Нет описания
CWE ID: 777, Name: Regular Expression without Anchors, Description: Нет описания
CWE ID: 778, Name: Insufficient Logging, Description: Нет описания
CWE ID: 779, Name: Logging of Excessive Data, Description: Нет описания
CWE ID: 78, Name: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'), Description: Нет описания
CWE ID: 780, Name: Use of RSA Algorithm without OAEP, Description: Нет описания
CWE ID: 781, Name: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code, Description: Нет описания
CWE ID: 782, Name: Exposed IOCTL with Insufficient Access Control, Description: Нет описания
CWE ID: 783, Name: Operator Precedence Logic Error, Description: Нет описания
CWE ID: 784, Name: Reliance on Cookies without Validation and Integrity Checking in a Security Decision, Description: Нет описания
CWE ID: 785, Name: Use of Path Manipulation Function without Maximum-sized Buffer, Description: Нет описания
CWE ID: 786, Name: Access of Memory Location Before Start of Buffer, Description: Нет описания
CWE ID: 787, Name: Out-of-bounds Write, Description: Нет описания
CWE ID: 788, Name: Access of Memory Location After End of Buffer, Description: Нет описания
CWE ID: 789, Name: Memory Allocation with Excessive Size Value, Description: Нет описания
CWE ID: 79, Name: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'), Description: Нет описания
CWE ID: 790, Name: Improper Filtering of Special Elements, Description: Нет описания
CWE ID: 791, Name: Incomplete Filtering of Special Elements, Description: Нет описания
CWE ID: 792, Name: Incomplete Filtering of One or More Instances of Special Elements, Description: Нет описания
CWE ID: 793, Name: Only Filtering One Instance of a Special Element, Description: Нет описания
CWE ID: 794, Name: Incomplete Filtering of Multiple Instances of Special Elements, Description: Нет описания
CWE ID: 795, Name: Only Filtering Special Elements at a Specified Location, Description: Нет описания
CWE ID: 796, Name: Only Filtering Special Elements Relative to a Marker, Description: Нет описания
CWE ID: 797, Name: Only Filtering Special Elements at an Absolute Position, Description: Нет описания
CWE ID: 798, Name: Use of Hard-coded Credentials, Description: Нет описания
CWE ID: 799, Name: Improper Control of Interaction Frequency, Description: Нет описания
CWE ID: 8, Name: J2EE Misconfiguration: Entity Bean Declared Remote, Description: Нет описания
CWE ID: 80, Name: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS), Description: Нет описания
CWE ID: 804, Name: Guessable CAPTCHA, Description: Нет описания
CWE ID: 805, Name: Buffer Access with Incorrect Length Value, Description: Нет описания
CWE ID: 806, Name: Buffer Access Using Size of Source Buffer, Description: Нет описания
CWE ID: 807, Name: Reliance on Untrusted Inputs in a Security Decision, Description: Нет описания
CWE ID: 81, Name: Improper Neutralization of Script in an Error Message Web Page, Description: Нет описания
CWE ID: 82, Name: Improper Neutralization of Script in Attributes of IMG Tags in a Web Page, Description: Нет описания
CWE ID: 820, Name: Missing Synchronization, Description: Нет описания
CWE ID: 821, Name: Incorrect Synchronization, Description: Нет описания
CWE ID: 822, Name: Untrusted Pointer Dereference, Description: Нет описания
CWE ID: 823, Name: Use of Out-of-range Pointer Offset, Description: Нет описания
CWE ID: 824, Name: Access of Uninitialized Pointer, Description: Нет описания
CWE ID: 825, Name: Expired Pointer Dereference, Description: Нет описания
CWE ID: 826, Name: Premature Release of Resource During Expected Lifetime, Description: Нет описания
CWE ID: 827, Name: Improper Control of Document Type Definition, Description: Нет описания
CWE ID: 828, Name: Signal Handler with Functionality that is not Asynchronous-Safe, Description: Нет описания
CWE ID: 829, Name: Inclusion of Functionality from Untrusted Control Sphere, Description: Нет описания
CWE ID: 83, Name: Improper Neutralization of Script in Attributes in a Web Page, Description: Нет описания
CWE ID: 830, Name: Inclusion of Web Functionality from an Untrusted Source, Description: Нет описания
CWE ID: 831, Name: Signal Handler Function Associated with Multiple Signals, Description: Нет описания
CWE ID: 832, Name: Unlock of a Resource that is not Locked, Description: Нет описания
CWE ID: 833, Name: Deadlock, Description: Нет описания
CWE ID: 834, Name: Excessive Iteration, Description: Нет описания
CWE ID: 835, Name: Loop with Unreachable Exit Condition ('Infinite Loop'), Description: Нет описания
CWE ID: 836, Name: Use of Password Hash Instead of Password for Authentication, Description: Нет описания
CWE ID: 837, Name: Improper Enforcement of a Single, Unique Action, Description: Нет описания
CWE ID: 838, Name: Inappropriate Encoding for Output Context, Description: Нет описания
CWE ID: 839, Name: Numeric Range Comparison Without Minimum Check, Description: Нет описания
CWE ID: 84, Name: Improper Neutralization of Encoded URI Schemes in a Web Page, Description: Нет описания
CWE ID: 841, Name: Improper Enforcement of Behavioral Workflow, Description: Нет описания
CWE ID: 842, Name: Placement of User into Incorrect Group, Description: Нет описания
CWE ID: 843, Name: Access of Resource Using Incompatible Type ('Type Confusion'), Description: Нет описания
CWE ID: 85, Name: Doubled Character XSS Manipulations, Description: Нет описания
CWE ID: 86, Name: Improper Neutralization of Invalid Characters in Identifiers in Web Pages, Description: Нет описания
CWE ID: 862, Name: Missing Authorization, Description: Нет описания
CWE ID: 863, Name: Incorrect Authorization, Description: Нет описания
CWE ID: 87, Name: Improper Neutralization of Alternate XSS Syntax, Description: Нет описания
CWE ID: 88, Name: Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'), Description: Нет описания
CWE ID: 89, Name: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'), Description: Нет описания
CWE ID: 9, Name: J2EE Misconfiguration: Weak Access Permissions for EJB Methods, Description: Нет описания
CWE ID: 90, Name: Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'), Description: Нет описания
CWE ID: 908, Name: Use of Uninitialized Resource, Description: Нет описания
CWE ID: 909, Name: Missing Initialization of Resource, Description: Нет описания
CWE ID: 91, Name: XML Injection (aka Blind XPath Injection), Description: Нет описания
CWE ID: 910, Name: Use of Expired File Descriptor, Description: Нет описания
CWE ID: 911, Name: Improper Update of Reference Count, Description: Нет описания
CWE ID: 912, Name: Hidden Functionality, Description: Нет описания
CWE ID: 913, Name: Improper Control of Dynamically-Managed Code Resources, Description: Нет описания
CWE ID: 914, Name: Improper Control of Dynamically-Identified Variables, Description: Нет описания
CWE ID: 915, Name: Improperly Controlled Modification of Dynamically-Determined Object Attributes, Description: Нет описания
CWE ID: 916, Name: Use of Password Hash With Insufficient Computational Effort, Description: Нет описания
CWE ID: 917, Name: Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'), Description: Нет описания
CWE ID: 918, Name: Server-Side Request Forgery (SSRF), Description: Нет описания
CWE ID: 92, Name: DEPRECATED: Improper Sanitization of Custom Special Characters, Description: Нет описания
CWE ID: 920, Name: Improper Restriction of Power Consumption, Description: Нет описания
CWE ID: 921, Name: Storage of Sensitive Data in a Mechanism without Access Control, Description: Нет описания
CWE ID: 922, Name: Insecure Storage of Sensitive Information, Description: Нет описания
CWE ID: 923, Name: Improper Restriction of Communication Channel to Intended Endpoints, Description: Нет описания
CWE ID: 924, Name: Improper Enforcement of Message Integrity During Transmission in a Communication Channel, Description: Нет описания
CWE ID: 925, Name: Improper Verification of Intent by Broadcast Receiver, Description: Нет описания
CWE ID: 926, Name: Improper Export of Android Application Components, Description: Нет описания
CWE ID: 927, Name: Use of Implicit Intent for Sensitive Communication, Description: Нет описания
CWE ID: 93, Name: Improper Neutralization of CRLF Sequences ('CRLF Injection'), Description: Нет описания
CWE ID: 939, Name: Improper Authorization in Handler for Custom URL Scheme, Description: Нет описания
CWE ID: 94, Name: Improper Control of Generation of Code ('Code Injection'), Description: Нет описания
CWE ID: 940, Name: Improper Verification of Source of a Communication Channel, Description: Нет описания
CWE ID: 941, Name: Incorrectly Specified Destination in a Communication Channel, Description: Нет описания
CWE ID: 942, Name: Permissive Cross-domain Policy with Untrusted Domains, Description: Нет описания
CWE ID: 943, Name: Improper Neutralization of Special Elements in Data Query Logic, Description: Нет описания
CWE ID: 95, Name: Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'), Description: Нет описания
CWE ID: 96, Name: Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'), Description: Нет описания
CWE ID: 97, Name: Improper Neutralization of Server-Side Includes (SSI) Within a Web Page, Description: Нет описания
CWE ID: 98, Name: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'), Description: Нет описания
CWE ID: 99, Name: Improper Control of Resource Identifiers ('Resource Injection'), Description: Нет описания
